CompanyID,CompanyName,Industry,Region,Year,Revenue,ProfitMargin,MarketCap,GrowthRate,ESG_Overall,ESG_Environmental,ESG_Social,ESG_Governance,CarbonEmissions,WaterUsage,EnergyConsumption
199,Company_199,Retail,Latin America,2017,536.70,4.50,479.40,8.20,57.90,48.80,62.40,62.40,46079.60,23039.80,92159.20
200,Company_200,Consumer Goods,Asia,2017,2611.00,16.40,5055.10,-4.40,45.10,27.90,67.50,39.90,524815.00,656018.80,2624075.20
201,Company_201,Utilities,Europe,2017,1702.60,12.30,2124.60,6.20,61.90,5.20,83.90,96.70,1584611.90,990382.50,15846119.30
202,Company_202,Utilities,Latin America,2017,1314.20,2.50,435.60,-2.00,39.80,57.00,31.70,30.80,842095.80,526309.90,8420957.90
203,Company_203,Energy,Oceania,2017,5475.80,26.10,26554.00,-16.10,54.10,36.00,88.40,38.00,5191853.90,1557556.20,51918539.20
204,Company_204,Retail,Middle East,2017,462.10,7.70,745.10,12.40,24.10,15.40,42.70,14.30,50474.50,25237.30,100949.10
205,Company_205,Energy,Asia,2017,11326.60,48.20,48314.80,11.90,31.80,48.80,11.40,35.10,9721289.00,2916386.70,97212890.10
206,Company_206,Manufacturing,North America,2017,945.80,8.90,1217.10,-11.60,70.90,32.00,82.60,98.10,277041.70,369388.90,4617360.80
207,Company_207,Consumer Goods,North America,2017,1112.10,7.80,983.80,12.00,67.90,71.20,50.50,81.80,156049.70,195062.10,780248.30
208,Company_208,Manufacturing,Middle East,2017,19153.60,0.90,2009.40,-6.80,28.40,53.10,26.40,5.70,4761009.00,6348012.10,79350150.70
209,Company_209,Consumer Goods,North America,2017,1119.60,5.30,680.50,10.00,58.20,53.60,32.60,88.40,184614.60,230768.20,923072.80
210,Company_210,Retail,Oceania,2017,1088.20,8.20,2125.90,-4.40,91.40,85.40,100.00,88.90,65514.70,32757.40,131029.50
211,Company_211,Consumer Goods,Oceania,2017,1304.60,5.00,981.50,14.10,68.20,36.30,75.10,93.00,246716.80,308396.00,1233584.10
212,Company_212,Consumer Goods,Asia,2017,750.50,9.20,1661.20,12.60,49.90,46.30,27.80,75.70,131486.00,164357.60,657430.20
213,Company_213,Technology,Europe,2017,49515.70,27.60,228599.40,-5.00,73.40,100.00,44.00,76.10,1237892.00,742735.20,2475783.90
214,Company_214,Utilities,Asia,2017,3015.40,12.70,4446.20,7.30,40.60,49.10,30.70,41.90,2065866.30,1291166.40,20658663.00
215,Company_215,Utilities,North America,2017,1030.60,7.60,688.60,0.90,88.80,75.40,92.50,98.60,554247.50,346404.70,5542474.70
216,Company_216,Transportation,Asia,2017,2139.90,-1.30,5050.60,9.30,50.20,6.40,75.00,69.20,1483519.00,247253.20,4945063.30
217,Company_217,Manufacturing,Oceania,2017,2946.40,10.20,4934.70,2.60,64.30,52.70,71.30,69.00,734836.30,979781.80,12247272.10
218,Company_218,Utilities,Middle East,2017,954.10,9.80,826.70,5.70,41.50,52.90,32.80,39.00,633452.90,395908.10,6334529.00
219,Company_219,Transportation,Middle East,2017,446.60,-1.70,1112.60,-8.40,44.30,37.70,38.20,56.80,250772.60,41795.40,835908.50
220,Company_220,Transportation,Oceania,2017,458.80,5.70,284.70,2.50,56.30,58.80,48.50,61.50,217110.40,36185.10,723701.40
221,Company_221,Healthcare,Middle East,2017,3201.50,11.80,4081.70,11.90,40.70,94.60,22.60,4.70,172137.50,172137.50,344275.00
222,Company_222,Technology,Asia,2017,12974.20,13.10,40869.10,8.00,47.30,94.10,17.20,30.50,351146.80,210688.10,702293.70
223,Company_223,Transportation,Latin America,2017,323.40,4.60,266.30,-7.40,29.30,23.20,56.90,7.60,201263.60,33543.90,670878.60
224,Company_224,Manufacturing,Europe,2017,1382.00,11.20,1343.80,-5.30,40.60,7.30,69.90,44.50,476488.50,635318.10,7941475.70
225,Company_225,Retail,Europe,2017,710.40,6.90,1108.70,1.60,83.00,77.60,84.10,87.30,46666.50,23333.20,93333.00
226,Company_226,Healthcare,Middle East,2017,3123.10,26.40,11708.40,-0.60,24.60,59.40,0.90,13.40,244861.10,244861.10,489722.20
227,Company_227,Transportation,Asia,2017,1083.90,2.50,244.60,5.00,47.10,27.40,39.90,74.00,655724.40,109287.40,2185747.90
228,Company_228,Finance,Africa,2017,2097.90,13.00,4639.10,2.30,50.80,95.70,38.70,18.00,22255.30,11127.70,55638.30
229,Company_229,Finance,Africa,2017,2637.30,12.30,2687.10,8.40,32.20,46.10,13.10,37.50,46288.40,23144.20,115721.00
230,Company_230,Transportation,Europe,2017,310.30,6.40,235.20,11.80,66.90,39.30,71.40,90.20,172224.00,28704.00,574080.10
231,Company_231,Technology,Europe,2017,4053.40,16.70,18333.70,-4.50,66.10,67.40,96.70,34.10,147518.30,88511.00,295036.60
232,Company_232,Manufacturing,Asia,2017,1082.10,5.00,583.60,8.10,27.70,16.60,32.40,34.10,351802.20,469069.60,5863369.80
233,Company_233,Transportation,Africa,2017,1299.80,13.20,2237.10,13.70,55.00,39.30,64.20,61.60,721318.70,120219.80,2404395.60
234,Company_234,Utilities,Asia,2017,350.20,13.20,679.50,11.60,32.50,27.20,22.20,48.00,282786.90,176741.80,2827869.40
235,Company_235,Healthcare,Middle East,2017,509.20,10.00,835.10,-7.50,33.80,66.00,21.50,13.90,37579.80,37579.80,75159.60
236,Company_236,Retail,Asia,2017,1232.70,2.40,385.70,4.30,69.20,66.60,48.10,92.90,90420.50,45210.20,180841.00
237,Company_237,Finance,Asia,2017,2552.70,13.00,4681.60,8.90,61.60,97.90,48.50,38.50,26292.30,13146.20,65730.80
238,Company_238,Retail,Middle East,2017,641.30,3.10,443.00,-5.60,33.90,74.70,18.30,8.60,43439.90,21720.00,86879.80
239,Company_239,Manufacturing,Latin America,2017,638.70,5.90,818.40,19.10,49.80,13.30,57.50,78.60,212054.30,282739.10,3534238.90
240,Company_240,Transportation,Oceania,2017,1344.90,8.30,1214.50,16.20,47.90,38.60,47.90,57.20,750352.60,125058.80,2501175.30
241,Company_241,Finance,Asia,2017,5775.10,11.40,9463.30,5.00,81.60,90.00,77.80,77.00,65863.00,32931.50,164657.40
242,Company_242,Finance,Latin America,2017,395.40,14.90,515.70,11.40,42.60,85.10,32.30,10.50,4777.30,2388.70,11943.30
243,Company_243,Transportation,Asia,2017,439.40,9.60,736.30,12.20,36.50,10.90,27.30,71.20,296218.10,49369.70,987393.70
244,Company_244,Energy,Europe,2017,13684.70,9.40,25651.60,11.10,59.80,36.10,78.50,64.80,12961953.60,3888586.10,129619536.10
245,Company_245,Finance,Oceania,2017,1667.50,15.50,2855.30,18.00,75.70,94.70,88.30,44.20,17919.00,8959.50,44797.50
246,Company_246,Consumer Goods,Oceania,2017,2390.90,13.10,4518.90,3.30,52.10,26.10,64.20,66.10,486555.00,608193.70,2432774.90
247,Company_247,Consumer Goods,Asia,2017,1146.20,7.70,929.20,-5.50,45.80,40.40,56.50,40.50,210260.50,262825.60,1051302.30
248,Company_248,Energy,Latin America,2017,9851.60,18.20,24960.40,12.00,21.00,20.60,31.60,10.80,10401152.00,3120345.60,104011520.00
249,Company_249,Healthcare,Asia,2017,894.40,14.40,2817.10,0.40,54.40,61.40,52.30,49.50,68887.70,68887.70,137775.40
250,Company_250,Manufacturing,Middle East,2017,1585.60,5.60,1758.10,4.00,45.70,49.60,52.80,34.60,405778.40,541037.90,6762973.80
251,Company_251,Transportation,Asia,2017,575.70,4.60,220.10,20.60,46.60,18.80,53.00,68.00,369000.30,61500.00,1230000.90
252,Company_252,Consumer Goods,North America,2017,1213.70,10.00,2166.30,18.70,64.20,55.90,78.10,58.80,196333.40,245416.70,981666.80
253,Company_253,Technology,Oceania,2017,1950.40,22.70,15392.00,12.20,81.20,63.00,96.50,84.00,74033.30,44420.00,148066.60
254,Company_254,Retail,Asia,2017,1127.00,3.60,604.30,8.20,48.60,27.20,66.40,52.10,113785.40,56892.70,227570.80
255,Company_255,Consumer Goods,Oceania,2017,2106.20,6.60,1692.40,13.00,57.70,38.90,97.00,37.20,390909.20,488636.50,1954546.20
256,Company_256,Manufacturing,Middle East,2017,781.10,9.80,1657.70,-2.40,36.60,11.60,50.20,48.20,262215.50,349620.60,4370257.80
257,Company_257,Finance,Latin America,2017,1866.20,18.20,6606.70,13.20,54.50,89.70,33.80,40.20,21357.10,10678.50,53392.70
258,Company_258,Healthcare,Latin America,2017,3350.00,15.50,8731.80,10.50,51.40,78.20,44.50,31.60,218709.40,218709.40,437418.90
259,Company_259,Healthcare,North America,2017,334.30,15.10,945.70,0.50,44.00,40.40,43.60,48.10,30648.80,30648.80,61297.60
260,Company_260,Consumer Goods,Latin America,2017,1330.60,7.40,1764.20,8.30,67.20,91.00,38.80,71.90,149769.80,187212.30,748849.00
261,Company_261,Utilities,Asia,2017,819.50,12.10,1413.80,-1.50,52.00,41.80,76.50,37.70,594732.20,371707.60,5947321.80
262,Company_262,Transportation,Oceania,2017,1421.60,12.50,1438.30,3.90,53.80,38.80,55.00,67.60,791723.00,131953.80,2639076.80
263,Company_263,Utilities,Africa,2017,1743.50,12.10,2847.60,8.40,34.60,32.40,18.20,53.20,1357112.50,848195.30,13571125.00
264,Company_264,Consumer Goods,Middle East,2017,2234.90,14.00,4871.50,7.40,47.10,63.20,54.60,23.40,338757.20,423446.50,1693785.80
265,Company_265,Manufacturing,Middle East,2017,1065.70,14.10,2984.40,-11.70,20.60,31.70,26.80,3.10,312642.00,416856.00,5210700.50
266,Company_266,Technology,Oceania,2017,7238.00,6.10,9837.10,12.60,58.70,55.70,68.70,51.80,293130.50,175878.30,586261.00
267,Company_267,Retail,North America,2017,1664.60,8.90,3224.30,2.90,52.40,26.00,44.70,86.40,169446.20,84723.10,338892.50
268,Company_268,Technology,Europe,2017,2401.20,16.10,9814.10,16.70,71.80,68.90,91.80,54.60,86196.40,51717.80,172392.70
269,Company_269,Healthcare,Latin America,2017,463.00,9.70,904.40,-10.90,42.90,77.00,29.50,22.30,30592.00,30592.00,61184.10
270,Company_270,Manufacturing,Asia,2017,4439.90,13.00,7551.10,2.00,52.80,53.20,50.50,54.50,1102368.10,1469824.10,18372801.20
271,Company_271,Healthcare,Europe,2017,4195.50,28.60,15138.10,21.00,56.80,60.50,53.60,56.20,325673.30,325673.30,651346.60
272,Company_272,Energy,Oceania,2017,4819.30,28.00,24667.90,12.50,43.20,26.70,80.80,21.90,4882033.20,1464609.90,48820331.60
273,Company_273,Transportation,Latin America,2017,311.10,1.70,98.50,-5.20,45.50,34.80,83.90,17.80,178599.70,29766.60,595332.30
274,Company_274,Transportation,Asia,2017,781.50,6.20,667.20,3.10,38.10,19.80,27.00,67.50,497747.30,82957.90,1659157.80
275,Company_275,Healthcare,Middle East,2017,2689.00,20.70,5942.00,11.80,47.40,83.90,21.40,37.00,164755.20,164755.20,329510.40
276,Company_276,Transportation,North America,2017,971.40,4.20,488.70,2.50,45.80,6.50,93.60,37.50,672954.30,112159.00,2243180.90
277,Company_277,Transportation,Middle East,2017,454.90,5.40,446.50,-3.90,38.10,69.60,39.60,5.20,194522.50,32420.40,648408.20
278,Company_278,Utilities,Europe,2017,1567.20,8.50,1147.50,10.00,40.80,19.30,48.40,54.80,1335370.30,834606.40,13353702.50
279,Company_279,Consumer Goods,Africa,2017,1948.00,5.40,2121.20,2.60,41.70,56.50,35.30,33.40,313460.90,391826.20,1567304.70
280,Company_280,Transportation,Africa,2017,714.00,21.10,1309.10,11.60,43.70,85.60,36.60,9.00,257294.40,42882.40,857647.90
281,Company_281,Healthcare,Middle East,2017,1345.30,12.80,2751.70,7.00,43.80,58.60,4.70,68.20,106288.80,106288.80,212577.70
282,Company_282,Transportation,Latin America,2017,1214.50,7.80,1417.60,12.90,46.80,45.70,28.80,65.90,641261.40,106876.90,2137538.20
283,Company_283,Retail,Asia,2017,1038.60,2.10,343.50,15.60,72.40,57.90,76.20,83.10,82563.40,41281.70,165126.70
284,Company_284,Retail,Asia,2017,734.80,3.80,607.60,-7.90,67.10,89.50,51.90,60.00,42153.70,21076.90,84307.50
285,Company_285,Energy,Latin America,2017,13499.90,-5.20,10364.60,10.50,48.50,41.10,43.50,60.90,12319760.50,3695928.10,123197604.70
286,Company_286,Transportation,North America,2017,1283.10,3.50,724.70,-7.20,56.60,37.20,69.10,63.50,723510.20,120585.00,2411700.70
287,Company_287,Transportation,Africa,2017,577.10,-5.30,1815.30,-15.30,42.00,61.00,44.10,20.80,267542.70,44590.40,891809.00
288,Company_288,Technology,Asia,2017,18938.40,21.00,123371.30,9.60,62.70,76.60,73.40,38.10,628888.50,377333.10,1257777.10
289,Company_289,Healthcare,Asia,2017,3736.20,18.10,7451.10,5.00,32.00,25.00,19.50,51.50,382977.10,382977.10,765954.20
290,Company_290,Transportation,Africa,2017,1787.10,8.60,1589.60,18.90,26.00,27.80,23.00,27.20,1078166.00,179694.30,3593886.70
291,Company_291,Technology,Oceania,2017,5723.40,19.30,19006.30,24.00,63.40,84.60,88.10,17.60,173948.50,104369.10,347897.00
292,Company_292,Utilities,Asia,2017,919.50,8.90,1207.90,-14.40,21.20,24.10,18.30,21.10,758434.40,474021.50,7584344.10
293,Company_293,Finance,North America,2017,4351.10,21.50,14750.70,10.20,66.20,84.50,64.30,49.70,52953.90,26477.00,132384.80
294,Company_294,Healthcare,Oceania,2017,763.10,14.10,2237.00,-0.50,82.10,66.70,99.40,80.30,55935.80,55935.80,111871.60
295,Company_295,Finance,Europe,2017,2122.10,13.40,2585.20,2.80,78.10,86.70,76.10,71.30,25179.10,12589.50,62947.70
296,Company_296,Utilities,Latin America,2017,565.70,8.30,480.10,3.60,51.40,49.50,70.00,34.90,386345.80,241466.10,3863457.80
297,Company_297,Retail,Africa,2017,561.80,6.90,870.60,3.70,47.60,42.80,58.00,42.00,50566.40,25283.20,101132.80
298,Company_298,Utilities,Middle East,2017,1282.80,12.20,1564.90,-0.90,33.60,30.90,50.20,19.80,1009777.40,631110.90,10097774.10
299,Company_299,Consumer Goods,North America,2017,2394.00,11.00,6271.80,9.60,50.90,45.50,61.50,45.80,422150.60,527688.30,2110753.00
300,Company_300,Manufacturing,Europe,2017,1852.90,0.70,248.30,-7.80,52.80,39.30,54.00,65.10,514255.60,685674.20,8570927.00
301,Company_301,Finance,Middle East,2017,1363.60,10.30,1944.90,-10.40,51.60,99.10,32.90,22.70,13802.60,6901.30,34506.40
302,Company_302,Energy,Latin America,2017,2374.10,10.40,3546.60,10.40,13.40,16.50,22.90,0.80,2575112.80,772533.80,25751128.30
303,Company_303,Energy,Oceania,2017,1897.90,8.80,2360.90,-11.30,54.90,23.30,70.50,70.70,1967816.30,590344.90,19678163.40
304,Company_304,Technology,Asia,2017,7472.20,12.30,22340.20,14.30,53.50,89.30,28.00,43.40,214896.30,128937.80,429792.70
305,Company_305,Manufacturing,Latin America,2017,4391.90,2.80,1635.00,15.90,57.80,59.50,38.70,75.30,1032080.90,1376107.80,17201347.80
306,Company_306,Healthcare,Latin America,2017,1552.30,17.70,3609.70,9.90,45.70,80.60,28.70,27.70,98696.50,98696.50,197392.90
307,Company_307,Finance,Middle East,2017,3790.00,18.00,12584.70,17.90,59.10,100.00,72.70,4.50,37899.60,18949.80,94749.00
308,Company_308,Finance,Asia,2017,2554.70,16.80,4432.80,5.00,72.80,98.50,65.10,54.80,26079.70,13039.90,65199.30
309,Company_309,Transportation,North America,2017,1874.80,-1.90,5357.10,30.80,56.10,48.30,47.80,72.10,969564.00,161594.00,3231880.10
310,Company_310,Energy,Africa,2017,1543.40,8.00,1513.60,12.00,45.90,66.50,44.50,26.60,1133105.80,339931.70,11331058.10
311,Company_311,Consumer Goods,Middle East,2017,5494.20,19.40,18140.10,-7.40,7.20,2.70,12.60,6.10,1297656.40,1622070.50,6488282.20
312,Company_312,Consumer Goods,Europe,2017,457.40,6.70,481.90,-1.10,51.70,4.30,57.50,93.20,106984.40,133730.50,534922.20
313,Company_313,Utilities,Europe,2017,583.20,9.00,451.10,5.90,68.80,68.40,61.90,76.10,336324.70,210202.90,3363247.00
314,Company_314,Consumer Goods,Latin America,2017,473.90,10.00,708.30,0.40,53.60,7.00,92.10,61.80,109100.40,136375.50,545501.90
315,Company_315,Utilities,Asia,2017,1180.60,14.90,1423.90,-11.00,57.80,64.30,79.40,29.70,708356.40,442722.80,7083564.10
316,Company_316,Healthcare,Africa,2017,9981.50,14.20,20617.90,1.50,52.40,69.30,37.50,50.40,713825.70,713825.70,1427651.40
317,Company_317,Technology,Middle East,2017,3863.10,22.30,19545.40,15.60,66.50,92.40,79.60,27.40,106791.70,64075.00,213583.40
318,Company_318,Transportation,Europe,2017,702.30,11.60,1312.80,-16.50,71.10,64.10,73.30,75.90,316729.00,52788.20,1055763.50
319,Company_319,Finance,Africa,2017,13274.90,26.80,64603.30,3.70,62.20,75.60,79.20,32.00,178149.70,89074.90,445374.30
320,Company_320,Technology,Middle East,2017,3286.40,17.90,15246.70,15.30,57.10,56.00,41.40,74.00,132795.30,79677.20,265590.70
321,Company_321,Energy,Africa,2017,2131.80,7.30,2523.10,3.80,51.90,57.70,66.90,31.10,1696554.50,508966.40,16965545.30
322,Company_322,Consumer Goods,Middle East,2017,1469.70,5.90,1282.30,2.80,45.50,66.80,34.40,35.30,215278.50,269098.20,1076392.70
323,Company_323,Healthcare,Europe,2017,2278.40,18.40,10199.80,8.80,76.30,58.80,90.00,80.10,179629.30,179629.30,359258.50
324,Company_324,Energy,Middle East,2017,2667.30,8.20,3541.90,-3.40,63.10,84.90,35.50,68.80,1614703.70,484411.10,16147037.20
325,Company_325,Finance,Europe,2017,1761.30,13.40,2507.80,7.90,62.10,100.00,35.80,50.50,17612.90,8806.40,44032.20
326,Company_326,Finance,Asia,2017,2058.90,16.10,3118.80,7.00,58.50,92.20,32.70,50.60,22839.10,11419.50,57097.60
327,Company_327,Retail,Latin America,2017,1524.60,-0.10,4200.60,-17.60,44.00,74.90,9.50,47.70,102996.40,51498.20,205992.80
328,Company_328,Retail,Asia,2017,2283.80,8.70,2958.70,-6.30,75.00,76.30,60.40,88.30,152057.00,76028.50,304113.90
329,Company_329,Finance,Oceania,2017,17970.90,21.50,43203.30,14.30,83.40,76.20,94.80,79.10,239512.30,119756.10,598780.70
330,Company_330,Transportation,Asia,2017,1596.60,15.10,2722.50,7.00,42.10,52.30,48.20,25.70,798826.10,133137.70,2662753.60
331,Company_331,Consumer Goods,Africa,2017,362.20,13.40,756.00,13.00,30.60,16.70,68.60,6.50,78480.70,98100.80,392403.30
332,Company_332,Utilities,Africa,2017,800.70,12.80,1204.20,7.30,24.90,32.20,32.20,10.40,624081.80,390051.10,6240817.80
333,Company_333,Technology,Africa,2017,18906.20,21.80,86822.30,2.60,49.00,84.90,49.80,12.20,572562.30,343537.40,1145124.70
334,Company_334,Technology,Africa,2017,17911.10,25.30,153654.50,-2.70,31.70,55.20,35.90,4.10,728467.00,437080.20,1456933.90
335,Company_335,Utilities,Latin America,2017,392.70,12.30,569.00,-1.40,74.80,99.20,89.90,35.30,158826.00,99266.20,1588259.70
336,Company_336,Retail,North America,2017,2393.00,10.90,5750.30,10.90,57.50,51.70,51.40,69.40,200503.30,100251.60,401006.60
337,Company_337,Finance,Africa,2017,2954.90,18.90,5505.30,8.30,66.20,93.60,67.70,37.20,32176.70,16088.30,80441.70
338,Company_338,Energy,Africa,2017,9972.50,4.00,4449.60,-17.20,30.50,52.50,23.90,14.90,8302837.30,2490851.20,83028372.70
339,Company_339,Finance,Europe,2017,2364.50,11.20,3111.20,2.20,68.70,60.00,64.90,81.30,36894.40,18447.20,92236.00
340,Company_340,Consumer Goods,Oceania,2017,750.40,9.10,708.60,4.40,62.00,38.30,79.00,68.70,139800.30,174750.40,699001.60
341,Company_341,Finance,Middle East,2017,14440.80,14.60,39776.70,9.60,46.30,94.20,19.40,25.40,156125.20,78062.60,390313.00
342,Company_342,Energy,Africa,2017,11225.10,5.80,10051.50,-4.40,41.10,70.30,32.20,20.70,7944423.60,2383327.10,79444236.30
343,Company_343,Finance,Asia,2017,9502.20,18.00,21013.10,3.70,55.70,88.90,26.60,51.70,109805.20,54902.60,274513.10
344,Company_344,Technology,Africa,2017,3588.30,22.00,12354.20,7.80,45.50,73.70,53.70,9.00,122716.90,73630.10,245433.70
345,Company_345,Consumer Goods,Oceania,2017,649.70,8.60,821.10,1.40,82.20,70.90,95.70,80.00,91423.90,114279.90,457119.40
346,Company_346,Transportation,Asia,2017,814.00,4.10,527.00,13.10,63.50,67.20,28.70,94.60,356223.10,59370.50,1187410.20
347,Company_347,Technology,Asia,2017,23791.70,20.00,90419.90,23.40,44.70,78.60,32.00,23.30,773123.50,463874.10,1546246.90
348,Company_348,Healthcare,Latin America,2017,3184.70,17.90,10131.00,16.60,51.20,66.00,68.50,19.00,234921.20,234921.20,469842.50
349,Company_349,Utilities,Europe,2017,1381.30,-0.60,5812.20,18.20,58.50,44.20,87.80,43.50,984407.20,615254.50,9844072.30
350,Company_350,Utilities,Latin America,2017,2419.30,11.40,2953.50,-7.30,34.00,41.70,32.10,28.10,1758166.20,1098853.90,17581661.70
351,Company_351,Utilities,Europe,2017,513.10,12.00,681.10,-18.50,57.30,21.90,73.30,76.70,429691.30,268557.00,4296912.50
352,Company_352,Finance,Asia,2017,3735.30,20.30,9196.90,-16.10,60.00,87.20,57.90,34.90,44060.40,22030.20,110151.10
353,Company_353,Finance,Europe,2017,1809.50,26.20,8245.70,16.50,92.30,100.00,86.10,90.80,18095.40,9047.70,45238.50
354,Company_354,Manufacturing,Oceania,2017,1340.10,4.80,1335.90,-12.80,53.00,33.70,94.80,30.50,387532.70,516710.30,6458878.60
355,Company_355,Technology,North America,2017,35299.50,16.20,96249.40,11.80,80.70,93.90,91.80,56.40,957872.20,574723.30,1915744.30
356,Company_356,Consumer Goods,Europe,2017,1038.00,14.70,2359.70,12.60,62.90,72.30,53.30,63.10,143989.30,179986.60,719946.30
357,Company_357,Transportation,North America,2017,1835.30,9.40,3438.10,2.90,59.70,31.20,85.90,62.10,1080723.40,180120.60,3602411.40
358,Company_358,Utilities,Middle East,2017,1791.60,6.90,1018.40,16.50,41.10,33.10,17.10,73.20,1387990.10,867493.80,13879901.20
359,Company_359,Consumer Goods,Latin America,2017,948.20,7.30,1201.40,5.00,29.10,10.80,59.80,16.60,213234.70,266543.40,1066173.50
360,Company_360,Retail,North America,2017,618.50,-0.10,1311.10,-0.10,51.50,36.90,86.80,30.70,58225.60,29112.80,116451.20
361,Company_361,Energy,Europe,2017,4930.80,-5.60,9361.00,11.10,55.50,13.60,60.00,92.90,5448469.80,1634540.90,54484697.60
362,Company_362,Technology,Africa,2017,1991.90,15.10,8910.70,10.10,38.10,95.70,5.30,13.50,52818.70,31691.20,105637.40
363,Company_363,Manufacturing,Asia,2017,1135.40,6.30,817.00,-5.60,48.00,22.60,52.60,68.90,354740.30,472987.00,5912337.90
364,Company_364,Utilities,North America,2017,881.10,14.30,1046.30,-9.30,62.00,4.00,87.40,94.60,826205.90,516378.70,8262058.90
365,Company_365,Retail,North America,2017,2033.50,6.00,2237.70,1.50,63.60,80.40,53.60,56.80,129619.20,64809.60,259238.40
366,Company_366,Manufacturing,Africa,2017,884.50,8.40,999.90,6.60,24.10,30.00,14.80,27.50,262734.60,350312.90,4378910.70
367,Company_367,Utilities,Latin America,2017,1060.40,10.90,1407.60,-5.80,59.80,60.90,66.10,52.50,656605.30,410378.30,6566052.80
368,Company_368,Finance,Europe,2017,3619.20,12.50,5629.40,-3.40,72.10,91.30,62.30,62.90,40620.90,20310.50,101552.30
369,Company_369,Utilities,Europe,2017,807.10,6.70,717.40,7.90,60.70,7.80,81.50,92.90,739811.10,462381.90,7398110.90
370,Company_370,Technology,Middle East,2017,2256.70,12.40,5797.00,1.50,56.50,96.40,54.90,18.10,59292.00,35575.20,118583.90
371,Company_371,Retail,Middle East,2017,881.30,3.20,516.80,-2.00,45.00,73.30,24.10,37.50,60540.60,30270.30,121081.30
372,Company_372,Energy,Latin America,2017,3987.30,34.30,16898.30,20.40,53.00,46.60,38.90,73.50,3484647.70,1045394.30,34846476.50
373,Company_373,Energy,Africa,2017,5781.80,19.20,17424.50,30.60,49.40,42.80,51.70,53.90,5207191.10,1562157.30,52071910.90
374,Company_374,Healthcare,Africa,2017,5709.80,23.70,23563.80,2.10,22.10,48.80,13.50,4.10,490069.10,490069.10,980138.10
375,Company_375,Transportation,Middle East,2017,382.80,11.50,458.40,-4.40,16.20,10.30,19.50,18.70,259081.00,43180.20,863603.20
376,Company_376,Technology,Oceania,2017,1504.30,18.80,4299.90,5.60,83.90,93.50,71.10,87.20,41053.20,24631.90,82106.40
377,Company_377,Consumer Goods,Europe,2017,3277.60,4.50,2080.70,16.10,49.20,46.80,22.60,78.20,571944.50,714930.60,2859722.60
378,Company_378,Technology,Oceania,2017,1372.40,30.50,12729.00,-1.10,88.90,85.60,95.60,85.30,41222.10,24733.20,82444.10
379,Company_379,Manufacturing,Africa,2017,2069.80,5.40,1626.60,11.80,37.10,33.00,26.50,51.70,601722.20,802296.30,10028703.40
380,Company_380,Retail,Europe,2017,471.00,3.20,168.80,6.20,88.00,80.30,97.30,86.50,30047.80,15023.90,60095.70
381,Company_381,Utilities,Oceania,2017,2682.60,9.20,2745.60,11.00,54.60,10.90,81.10,71.80,2411643.50,1507277.20,24116435.20
382,Company_382,Energy,Asia,2017,4849.20,-13.50,8991.10,6.80,63.60,77.00,53.00,60.90,3205708.10,961712.40,32057080.90
383,Company_383,Energy,Middle East,2017,2929.00,35.30,14948.30,19.80,21.40,9.30,46.60,8.20,3324944.20,997483.30,33249441.80
384,Company_384,Healthcare,Oceania,2017,6185.10,22.30,29001.20,9.20,54.50,52.20,31.50,79.80,516384.20,516384.20,1032768.30
385,Company_385,Transportation,Oceania,2017,465.60,0.60,43.60,13.70,29.00,12.50,42.60,31.90,310817.70,51802.90,1036058.90
386,Company_386,Utilities,Asia,2017,1973.70,8.60,2449.10,7.50,55.50,62.00,64.70,39.90,1209209.10,755755.70,12092090.50
387,Company_387,Consumer Goods,Europe,2017,1020.40,14.30,3320.30,12.90,57.30,37.20,60.40,74.10,191678.80,239598.50,958394.00
388,Company_388,Manufacturing,Middle East,2017,823.10,6.60,1004.10,4.80,43.50,53.70,30.60,46.10,203560.30,271413.70,3392670.90
389,Company_389,Energy,Middle East,2017,10002.70,23.70,29995.90,2.20,27.60,25.00,21.70,36.00,10250647.80,3075194.30,102506477.70
390,Company_390,Energy,Asia,2017,4326.00,28.30,19462.10,-7.80,25.10,23.50,30.50,21.30,4478870.50,1343661.10,44788704.90
391,Company_391,Retail,Oceania,2017,873.50,5.40,747.20,7.20,44.20,32.60,57.20,42.80,84917.40,42458.70,169834.80
392,Company_392,Consumer Goods,Latin America,2017,1821.30,10.00,4251.90,-9.80,22.30,18.60,18.80,29.30,389587.50,486984.40,1947937.70
393,Company_393,Transportation,North America,2017,429.70,2.80,167.90,14.90,75.70,78.40,57.40,91.50,167962.40,27993.70,559874.70
394,Company_394,Transportation,Oceania,2017,1580.10,10.50,1847.00,-8.00,53.90,30.00,31.70,100.00,938408.20,156401.40,3128027.50
395,Company_395,Consumer Goods,North America,2017,1441.90,16.10,4684.70,-7.10,48.00,32.50,43.40,68.00,280368.80,350461.00,1401843.90
396,Company_396,Finance,North America,2017,16225.50,5.30,7884.00,3.10,71.80,94.60,56.60,64.20,174488.00,87244.00,436219.90
397,Company_397,Consumer Goods,Latin America,2017,5054.60,7.70,7389.70,1.40,29.40,33.10,14.30,40.90,978979.80,1223724.70,4894898.90
398,Company_398,Finance,Latin America,2017,856.20,15.90,2147.20,3.50,68.90,100.00,92.80,13.90,8562.00,4281.00,21405.10
